leading_license_id;subordinate_license_id;leading_copyleft_status;subordinate_copyleft_status;osadl_compatibility;explanation
LGPL-2.1-only;OpenSSL;Yes (restricted);Questionable;No;"Incompatibility of the OpenSSL license with the LGPL-2.1-only license is explicitly stated in the LGPL-2.1-only license checklist. Interpretation: The final statement of the appended SSLeay License &quot;The licence and distribution terms for any publically available version or derivative of this code cannot be changed&quot; normally must be interpreted as a copyleft clause, but there is no general consensus on this interpretation. Therefore, a recommendation on the compatibility of the OpenSSL license can only be given for selected cases."
LGPL-2.1-only;OSL-3.0;Yes (restricted);Yes;No;"Software under a copyleft license such as the OSL-3.0 license normally cannot be redistributed under another copyleft license such as the LGPL-2.1-only license, except if it were explicitly permitted in the licenses."
LGPL-2.1-only;PHP-3.01;Yes (restricted);No;No;"Incompatibility of the PHP-3.01 license with the LGPL-2.1-only license is explicitly stated in the LGPL-2.1-only license checklist."
LGPL-2.1-only;PostgreSQL;Yes (restricted);No;Yes;"Compatibility of the PostgreSQL license with the LGPL-2.1-only license is explicitly stated in the LGPL-2.1-only license checklist."
LGPL-2.1-only;Python-2.0;Yes (restricted);No;No;"Incompatibility of the Python-2.0 license with the LGPL-2.1-only license is explicitly stated in the LGPL-2.1-only license checklist. Interpretation: The requirement of the Python license to provide a brief summary of the changes may definitely be seen as a further restriction the final license prohibits to impose, since it requires to describe the changes rather than only to mention the fact that changes were made and such brief summary must be included in source code and binary delivery. However, another interpretation may argue that the final license requires at least disclosure, though not always inclusion, of the complete corresponding source code which enables a sufficiently well trained engineer to extract the differences, understand the changes and derive a summary which then would be, at least partly, in line with the Python license requirement."
LGPL-2.1-only;Qhull;Yes (restricted);No;Unknown;"There is insufficient information or knowledge whether the Qhull license is compatible with the LGPL-2.1-only license or not. Therefore, a general recommendation on the compatibility of the Qhull license with the LGPL-2.1-only license cannot be given."
LGPL-2.1-only;RSA-MD;Yes (restricted);No;Unknown;"There is insufficient information or knowledge whether the RSA-MD license is compatible with the LGPL-2.1-only license or not. Therefore, a general recommendation on the compatibility of the RSA-MD license with the LGPL-2.1-only license cannot be given."
LGPL-2.1-only;Saxpath;Yes (restricted);No;Yes;"Compatibility of the Saxpath license with the LGPL-2.1-only license is explicitly stated in the LGPL-2.1-only license checklist."
LGPL-2.1-only;SGI-B-2.0;Yes (restricted);No;Yes;"Compatibility of the SGI-B-2.0 license with the LGPL-2.1-only license is explicitly stated in the LGPL-2.1-only license checklist."
LGPL-2.1-only;Sleepycat;Yes (restricted);Yes;No;"Software under a copyleft license such as the Sleepycat license normally cannot be redistributed under another copyleft license such as the LGPL-2.1-only license, except if it were explicitly permitted in the licenses."
LGPL-2.1-only;SMLNJ;Yes (restricted);No;Yes;"Compatibility of the SMLNJ license with the LGPL-2.1-only license is explicitly stated in the LGPL-2.1-only license checklist."
LGPL-2.1-only;Spencer-86;Yes (restricted);No;Yes;"Compatibility of the Spencer-86 license with the LGPL-2.1-only license is explicitly stated in the LGPL-2.1-only license checklist."
LGPL-2.1-only;SSH-OpenSSH;Yes (restricted);No;Yes;"Compatibility of the SSH-OpenSSH license with the LGPL-2.1-only license is explicitly stated in the LGPL-2.1-only license checklist."
LGPL-2.1-only;SSH-short;Yes (restricted);No;Yes;"Compatibility of the SSH-short license with the LGPL-2.1-only license is explicitly stated in the LGPL-2.1-only license checklist."
LGPL-2.1-only;SunPro;Yes (restricted);No;Yes;"Compatibility of the SunPro license with the LGPL-2.1-only license is explicitly stated in the LGPL-2.1-only license checklist."
LGPL-2.1-only;Unicode-DFS-2015;Yes (restricted);No;Unknown;"There is insufficient information or knowledge whether the Unicode-DFS-2015 license is compatible with the LGPL-2.1-only license or not. Therefore, a general recommendation on the compatibility of the Unicode-DFS-2015 license with the LGPL-2.1-only license cannot be given."
LGPL-2.1-only;Unicode-DFS-2016;Yes (restricted);No;Yes;"Compatibility of the Unicode-DFS-2016 license with the LGPL-2.1-only license is explicitly stated in the LGPL-2.1-only license checklist."
LGPL-2.1-only;Unlicense;Yes (restricted);No;Yes;"Compatibility of the Unlicense license with the LGPL-2.1-only license is explicitly stated in the LGPL-2.1-only license checklist."
LGPL-2.1-only;UPL-1.0;Yes (restricted);No;Yes;"Compatibility of the UPL-1.0 license with the LGPL-2.1-only license is explicitly stated in the LGPL-2.1-only license checklist."
LGPL-2.1-only;W3C;Yes (restricted);No;Yes;"Compatibility of the W3C license with the LGPL-2.1-only license is explicitly stated in the LGPL-2.1-only license checklist."
LGPL-2.1-only;W3C-19980720;Yes (restricted);No;Yes;"Compatibility of the W3C-19980720 license with the LGPL-2.1-only license is explicitly stated in the LGPL-2.1-only license checklist."
LGPL-2.1-only;W3C-20150513;Yes (restricted);No;Yes;"Compatibility of the W3C-20150513 license with the LGPL-2.1-only license is explicitly stated in the LGPL-2.1-only license checklist."
LGPL-2.1-only;WTFPL;Yes (restricted);No;Yes;"Compatibility of the WTFPL license with the LGPL-2.1-only license is explicitly stated in the LGPL-2.1-only license checklist."
LGPL-2.1-only;X11;Yes (restricted);No;Yes;"Compatibility of the X11 license with the LGPL-2.1-only license is explicitly stated in the LGPL-2.1-only license checklist."
LGPL-2.1-only;XFree86-1.1;Yes (restricted);No;No;"Incompatibility of the XFree86-1.1 license with the LGPL-2.1-only license is explicitly stated in the LGPL-2.1-only license checklist."
LGPL-2.1-only;Zlib;Yes (restricted);No;Yes;"Compatibility of the Zlib license with the LGPL-2.1-only license is explicitly stated in the LGPL-2.1-only license checklist."
LGPL-2.1-only;zlib-acknowledgement;Yes (restricted);No;No;"Incompatibility of the zlib-acknowledgement license with the LGPL-2.1-only license is explicitly stated in the LGPL-2.1-only license checklist."
LGPL-2.1-only;ZPL-2.0;Yes (restricted);No;Yes;"Compatibility of the ZPL-2.0 license with the LGPL-2.1-only license is explicitly stated in the LGPL-2.1-only license checklist."
LGPL-2.1-or-later;0BSD;Yes (restricted);No;Yes;"Compatibility of the 0BSD license with the LGPL-2.1-or-later license is explicitly stated in the LGPL-2.1-or-later license checklist."
LGPL-2.1-or-later;AFL-2.0;Yes (restricted);No;Unknown;"There is insufficient information or knowledge whether the AFL-2.0 license is compatible with the LGPL-2.1-or-later license or not. Therefore, a general recommendation on the compatibility of the AFL-2.0 license with the LGPL-2.1-or-later license cannot be given."
LGPL-2.1-or-later;AFL-2.1;Yes (restricted);No;Unknown;"There is insufficient information or knowledge whether the AFL-2.1 license is compatible with the LGPL-2.1-or-later license or not. Therefore, a general recommendation on the compatibility of the AFL-2.1 license with the LGPL-2.1-or-later license cannot be given."
LGPL-2.1-or-later;AFL-3.0;Yes (restricted);No;Unknown;"There is insufficient information or knowledge whether the AFL-3.0 license is compatible with the LGPL-2.1-or-later license or not. Therefore, a general recommendation on the compatibility of the AFL-3.0 license with the LGPL-2.1-or-later license cannot be given."
LGPL-2.1-or-later;AGPL-3.0-only;Yes (restricted);Yes;Check dependency;"Depending compatibility of the AGPL-3.0-only license with the LGPL-2.1-or-later license is explicitly stated in the LGPL-2.1-or-later license checklist. Interpretation: LGPL-2.1-or-later licensed material must be used under GPL-3.0 and must not be inserted into the code, but can only be linked or combined with it."
LGPL-2.1-or-later;AGPL-3.0-or-later;Yes (restricted);Yes;Check dependency;"Depending compatibility of the AGPL-3.0-or-later license with the LGPL-2.1-or-later license is explicitly stated in the LGPL-2.1-or-later license checklist. Interpretation: LGPL-2.1-or-later licensed material must be used under GPL-3.0 and must not be inserted into the code, but can only be linked or combined with it."
LGPL-2.1-or-later;Apache-1.0;Yes (restricted);No;No;"Incompatibility of the Apache-1.0 license with the LGPL-2.1-or-later license is explicitly stated in the LGPL-2.1-or-later license checklist."
LGPL-2.1-or-later;Apache-1.1;Yes (restricted);No;No;"Incompatibility of the Apache-1.1 license with the LGPL-2.1-or-later license is explicitly stated in the LGPL-2.1-or-later license checklist."
LGPL-2.1-or-later;Apache-2.0;Yes (restricted);No;No;"Incompatibility of the Apache-2.0 license with the LGPL-2.1-or-later license is explicitly stated in the LGPL-2.1-or-later license checklist."
LGPL-2.1-or-later;Artistic-1.0;Yes (restricted);No;Unknown;"There is insufficient information or knowledge whether the Artistic-1.0 license is compatible with the LGPL-2.1-or-later license or not. Therefore, a general recommendation on the compatibility of the Artistic-1.0 license with the LGPL-2.1-or-later license cannot be given."
